"Reference","Year","Month","Season","bay_segment","Longitude","Latitude","ScoreNumTaxa","ScoreShannon","ScoreTaxaSelect","ScoreTaxaBenthic","ScoreNumGuilds","TBNI_Score"
"TBM1999050703",1999,5,"Spring","MTB",-82.442667,27.7605,2,4,3,1,3,26
"TBM1999050704",1999,5,"Spring","MTB",-82.635833,27.7055,9,10,3,8,10,80
"TBM1999050705",1999,5,"Spring","MTB",-82.431833,27.772,2,8,3,2,7,44
"TBM1999050706",1999,5,"Spring","MTB",-82.651333,27.7,0,0,0,0,0,0
"TBM1999051011",1999,5,"Spring","MTB",-82.607833,27.828167,8,5,7,7,7,68
"TBM1999051201",1999,5,"Spring","MTB",-82.552,27.660833,3,4,0,4,7,36
"TBM1999051203",1999,5,"Spring","LTB",-82.5545,27.598833,9,10,10,10,7,92
"TBM1999051204",1999,5,"Spring","LTB",-82.586667,27.604667,6,8,0,6,7,54
"TBM1999051205",1999,5,"Spring","LTB",-82.616667,27.575,1,4,0,1,3,18
"TBM1999051401",1999,5,"Spring","OTB",-82.6915,27.9615,1,1,3,1,3,18
"TBM1999051404",1999,5,"Spring","OTB",-82.6665,28.017667,10,10,10,10,10,100
"TBM1999051406",1999,5,"Spring","OTB",-82.637833,28.006333,5,3,3,5,7,46
"TBM1999051407",1999,5,"Spring","OTB",-82.613,27.987833,6,2,0,6,7,42
"TBM1999051814",1999,5,"Spring","LTB",-82.686167,27.514,2,6,3,3,3,34
"TBM1999060202",1999,6,"Summer","MTB",-82.436667,27.768833,0,0,0,0,0,0
"TBM1999060207",1999,6,"Summer","LTB",-82.6995,27.633,4,6,3,5,7,50
"TBM1999060402",1999,6,"Summer","MTB",-82.621333,27.788333,8,6,8,9,7,76
"TBM1999060406",1999,6,"Summer","OTB",-82.595667,27.8735,4,8,2,4,7,50
"TBM1999060808",1999,6,"Summer","LTB",-82.57,27.624667,2,4,3,3,3,30
"TBM1999060811",1999,6,"Summer","LTB",-82.581167,27.591,2,1,0,2,7,24
"TBM1999060907",1999,6,"Summer","OTB",-82.534833,27.8335,6,4,5,6,7,56
"TBM1999060910",1999,6,"Summer","OTB",-82.533167,27.9145,2,6,2,1,3,28
"TBM1999060911",1999,6,"Summer","OTB",-82.533,27.927333,7,10,0,9,7,66
"TBM1999061002",1999,6,"Summer","LTB",-82.6675,27.525333,2,4,3,2,10,42
"TBM1999061610",1999,6,"Summer","OTB",-82.661,27.917833,0,0,0,0,0,0
"TBM1999061619",1999,6,"Summer","OTB",-82.656667,27.998,5,6,2,5,7,50
"TBM1999061622",1999,6,"Summer","OTB",-82.6425,28.019667,3,8,2,2,3,36
"TBM1999061705",1999,6,"Summer","HB",-82.477167,27.852833,1,2,0,1,3,14
"TBM1999061713",1999,6,"Summer","HB",-82.448667,27.908333,3,7,0,3,7,40
"TBM1999061715",1999,6,"Summer","HB",-82.427667,27.931833,2,7,8,3,7,54
"TBM1999061717",1999,6,"Summer","HB",-82.405833,27.9435,3,6,5,3,7,48
"TBM1999061808",1999,6,"Summer","MTB",-82.623333,27.707333,3,3,2,3,10,42
"TBM1999070602",1999,7,"Summer","OTB",-82.532333,27.896,4,6,5,4,10,58
"TBM1999070605",1999,7,"Summer","HB",-82.420667,27.943167,6,10,8,7,7,76
"TBM1999070606",1999,7,"Summer","HB",-82.428667,27.945833,8,5,10,8,10,82
"TBM1999070608",1999,7,"Summer","HB",-82.4595,27.940833,10,4,10,10,10,88
"TBM1999070609",1999,7,"Summer","LTB",-82.579333,27.5975,9,10,3,9,7,76
"TBM1999070610",1999,7,"Summer","LTB",-82.561,27.641833,10,6,10,10,10,92
"TBM1999070612",1999,7,"Summer","MTB",-82.519,27.700667,6,6,5,8,7,64
"TBM1999070613",1999,7,"Summer","MTB",-82.532167,27.684,9,9,5,10,7,80
"TBM1999071203",1999,7,"Summer","LTB",-82.673833,27.521667,5,5,7,7,7,62
"TBM1999071301",1999,7,"Summer","MTB",-82.5965,27.811333,1,4,0,1,0,12
"TBM1999071302",1999,7,"Summer","MTB",-82.627833,27.753667,6,7,5,6,7,62
"TBM1999071304",1999,7,"Summer","MTB",-82.628167,27.742167,6,4,2,6,10,56
"TBM1999071307",1999,7,"Summer","MTB",-82.631167,27.72,6,4,2,6,10,56
"TBM1999071309",1999,7,"Summer","LTB",-82.650333,27.683333,2,6,0,3,7,36
"TBM1999071407",1999,7,"Summer","MTB",-82.484167,27.721167,7,10,2,8,3,60
"TBM1999071602",1999,7,"Summer","OTB",-82.675167,28.033167,6,5,2,4,10,54
"TBM1999071607",1999,7,"Summer","OTB",-82.568667,27.9725,10,10,5,10,10,90
"TBM1999072302",1999,7,"Summer","OTB",-82.633,27.891667,9,3,8,9,10,78
"TBM1999072304",1999,7,"Summer","OTB",-82.644667,27.910667,5,8,8,5,7,66
"TBM1999080307",1999,8,"Summer","OTB",-82.554833,27.8525,8,8,8,8,10,84
"TBM1999080308",1999,8,"Summer","OTB",-82.539333,27.895833,10,7,8,10,10,90
"TBM1999080405",1999,8,"Summer","HB",-82.432167,27.9385,5,8,8,6,10,74
"TBM1999080406",1999,8,"Summer","HB",-82.4245,27.877,9,4,8,10,10,82
"TBM1999080412",1999,8,"Summer","HB",-82.4835,27.863167,0,0,0,0,0,0
"TBM1999080413",1999,8,"Summer","HB",-82.480667,27.881,6,0,8,5,10,58
"TBM1999080508",1999,8,"Summer","OTB",-82.546,27.956167,10,3,8,7,10,76
"TBM1999080509",1999,8,"Summer","OTB",-82.5375,27.9355,6,10,8,6,7,74
"TBM1999080510",1999,8,"Summer","OTB",-82.533667,27.926333,5,5,5,6,3,48
"TBM1999080601",1999,8,"Summer","MTB",-82.622,27.788333,10,7,10,9,10,92
"TBM1999080603",1999,8,"Summer","MTB",-82.628167,27.718333,6,5,5,6,10,64
"TBM1999081101",1999,8,"Summer","MTB",-82.468833,27.739833,9,7,8,9,10,86
"TBM1999081106",1999,8,"Summer","MTB",-82.538667,27.669167,7,0,10,6,10,66
"TBM1999081207",1999,8,"Summer","LTB",-82.690833,27.529167,8,7,10,8,10,86
"TBM1999081210",1999,8,"Summer","LTB",-82.729167,27.525833,5,5,10,7,7,68
"TBM1999081214",1999,8,"Summer","LTB",-82.614167,27.5725,2,7,3,2,3,34
"TBM1999081301",1999,8,"Summer","MTB",-82.621,27.847,4,4,5,4,7,48
"TBM1999081302",1999,8,"Summer","OTB",-82.722833,27.940167,6,6,0,5,10,54
"TBM1999090302",1999,9,"Summer","HB",-82.399333,27.8175,9,4,5,9,10,74
"TBM1999090306",1999,9,"Summer","HB",-82.4825,27.877667,1,4,0,1,3,18
"TBM1999090308",1999,9,"Summer","HB",-82.405833,27.887167,5,7,5,5,7,58
"TBM1999090801",1999,9,"Summer","OTB",-82.7175,27.9375,4,6,0,3,3,32
"TBM1999090803",1999,9,"Summer","OTB",-82.690833,27.965833,10,5,10,10,10,90
"TBM1999090810",1999,9,"Summer","OTB",-82.629167,28.014167,4,1,0,3,7,30
"TBM1999090812",1999,9,"Summer","OTB",-82.609167,27.984167,5,8,5,5,10,66
"TBM1999090814",1999,9,"Summer","OTB",-82.619167,27.990833,3,3,0,1,7,28
"TBM1999091004",1999,9,"Summer","MTB",-82.4765,27.724,5,6,5,5,7,56
"TBM1999091301",1999,9,"Summer","MTB",-82.601667,27.834833,8,8,8,9,10,86
"TBM1999091304",1999,9,"Summer","MTB",-82.621667,27.788333,10,9,10,9,10,96
"TBM1999091305",1999,9,"Summer","LTB",-82.689167,27.530833,2,2,0,0,7,22
"TBM1999091308",1999,9,"Summer","LTB",-82.684167,27.520833,9,7,10,8,10,88
"TBM1999091309",1999,9,"Summer","MTB",-82.640333,27.737167,10,5,10,9,10,88
"TBM1999091601",1999,9,"Summer","OTB",-82.552,27.848333,5,8,0,4,3,40
"TBM1999091603",1999,9,"Summer","MTB",-82.510167,27.822,3,5,2,3,3,32
"TBM1999091707",1999,9,"Summer","LTB",-82.674167,27.6455,6,8,3,7,7,62
"TBM1999092304",1999,9,"Summer","LTB",-82.566333,27.624167,6,5,3,4,10,56
"TBM1999092305",1999,9,"Summer","LTB",-82.595333,27.576167,6,7,7,8,10,76
"TBM1999100411",1999,10,"Fall","LTB",-82.7095,27.510167,9,9,2,8,10,76
"TBM1999100603",1999,10,"Fall","LTB",-82.665,27.679833,1,4,0,1,5,22
"TBM1999100606",1999,10,"Fall","MTB",-82.448167,27.759833,9,9,10,9,10,94
"TBM1999100610",1999,10,"Fall","MTB",-82.4775,27.7285,7,8,8,8,7,76
"TBM1999100616",1999,10,"Fall","OTB",-82.535333,27.916667,7,3,5,8,10,66
"TBM1999100617",1999,10,"Fall","OTB",-82.535333,27.902333,7,6,8,8,10,78
"TBM1999100619",1999,10,"Fall","OTB",-82.532167,27.896833,6,7,5,7,10,70
"TBM1999100620",1999,10,"Fall","OTB",-82.532167,27.878167,8,7,8,8,10,82
"TBM1999100807",1999,10,"Fall","OTB",-82.590667,27.851667,10,1,5,10,10,72
"TBM1999101108",1999,10,"Fall","OTB",-82.639833,27.8955,8,10,5,8,10,82
"TBM1999101109",1999,10,"Fall","OTB",-82.631,27.895167,1,3,2,1,3,20
"TBM1999101415",1999,10,"Fall","MTB",-82.625667,27.757167,0,0,0,0,0,0
"TBM1999101418",1999,10,"Fall","MTB",-82.6225,27.7875,7,3,5,6,10,62
"TBM1999101901",1999,10,"Fall","HB",-82.413333,27.9325,6,4,2,4,8,48
"TBM1999101902",1999,10,"Fall","HB",-82.426833,27.931,4,3,5,4,8,48
"TBM1999101903",1999,10,"Fall","HB",-82.426833,27.8845,4,6,0,3,8,42
"TBM1999102102",1999,10,"Fall","LTB",-82.549833,27.603,7,1,5,6,10,58
"TBM1999102104",1999,10,"Fall","LTB",-82.601,27.590167,10,1,10,10,10,82
"TBM1999102105",1999,10,"Fall","LTB",-82.565667,27.632833,5,3,2,4,10,48
"TBM1999102106",1999,10,"Fall","MTB",-82.536833,27.6775,7,9,5,7,10,76
"TBM1999110104",1999,11,"Fall","OTB",-82.5415,27.843667,3,3,2,3,10,42
"TBM1999110106",1999,11,"Fall","LTB",-82.68,27.522833,10,6,10,10,10,92
"TBM1999110108",1999,11,"Fall","LTB",-82.683,27.527,10,8,8,10,8,88
"TBM1999110110",1999,11,"Fall","OTB",-82.5375,27.896833,8,1,5,8,10,64
"TBM1999110205",1999,11,"Fall","OTB",-82.642667,28.016833,7,10,8,8,10,86
"TBM1999110209",1999,11,"Fall","OTB",-82.6835,27.915667,1,3,0,0,3,14
"TBM1999110407",1999,11,"Fall","LTB",-82.6325,27.552667,3,8,0,4,8,46
"TBM1999110509",1999,11,"Fall","MTB",-82.503833,27.679667,10,6,10,10,7,86
"TBM1999110812",1999,11,"Fall","LTB",-82.670333,27.642167,5,3,5,3,10,52
"TBM1999110813",1999,11,"Fall","LTB",-82.700333,27.6295,2,3,0,2,5,24
"TBM1999110901",1999,11,"Fall","HB",-82.484167,27.893,3,7,0,2,10,44
"TBM1999110902",1999,11,"Fall","HB",-82.421167,27.941,2,2,5,2,8,38
"TBM1999110903",1999,11,"Fall","HB",-82.432,27.897333,1,4,0,2,5,24
"TBM1999110905",1999,11,"Fall","HB",-82.409667,27.885,1,0,0,1,2,8
"TBM1999110907",1999,11,"Fall","HB",-82.401,27.847333,2,0,0,1,5,16
"TBM1999111003",1999,11,"Fall","OTB",-82.596,27.864667,5,9,5,6,7,64
"TBM1999111005",1999,11,"Fall","OTB",-82.593333,27.865667,5,8,8,5,10,72
"TBM1999111006",1999,11,"Fall","OTB",-82.588333,27.8925,2,7,5,2,7,46
"TBM1999111011",1999,11,"Fall","OTB",-82.533,27.929333,9,8,10,10,7,88
"TBM1999111206",1999,11,"Fall","MTB",-82.644,27.6985,4,8,0,5,7,48
"TBM1999120101",1999,12,"Winter","OTB",-82.625833,27.9095,2,0,0,2,5,18
"TBM1999120102",1999,12,"Winter","OTB",-82.673667,27.912167,10,6,7,10,8,82
"TBM1999120107",1999,12,"Winter","OTB",-82.580167,27.9725,4,4,3,5,5,42
"TBM1999120204",1999,12,"Winter","MTB",-82.524,27.684167,10,7,10,10,10,94
"TBM1999120301",1999,12,"Winter","OTB",-82.536833,27.883333,9,10,3,10,8,80
"TBM1999120306",1999,12,"Winter","LTB",-82.633667,27.552667,1,0,0,1,2,8
"TBM1999120308",1999,12,"Winter","MTB",-82.611,27.8525,5,3,7,5,8,56
"TBM1999120310",1999,12,"Winter","OTB",-82.615667,27.881833,7,8,7,8,8,76
"TBM1999120311",1999,12,"Winter","OTB",-82.533167,27.927333,3,7,0,4,5,38
"TBM1999120602",1999,12,"Winter","HB",-82.426667,27.8685,3,6,0,2,5,32
"TBM1999120608",1999,12,"Winter","HB",-82.491,27.914,1,0,0,1,2,8
"TBM1999120609",1999,12,"Winter","HB",-82.469167,27.845833,5,9,0,4,8,52
"TBM1999120610",1999,12,"Winter","MTB",-82.619167,27.8025,1,0,0,1,2,8
"TBM1999120709",1999,12,"Winter","HB",-82.396333,27.853167,10,10,7,10,10,94
"TBM1999120713",1999,12,"Winter","HB",-82.4075,27.855,6,10,10,6,10,84
"TBM1999120905",1999,12,"Winter","MTB",-82.6235,27.732833,8,9,7,8,8,80
"TBM1999120910",1999,12,"Winter","LTB",-82.657,27.680167,6,8,3,6,8,62
"TBM1999120911",1999,12,"Winter","LTB",-82.607167,27.584833,3,7,3,3,8,48
"TBM1999120912",1999,12,"Winter","LTB",-82.590167,27.591,10,8,3,10,8,78
"TBM2000010505",2000,1,"Winter","LTB",-82.607167,27.561833,10,10,10,10,10,100
"TBM2000010601",2000,1,"Winter","LTB",-82.6535,27.683833,8,10,3,8,8,74
"TBM2000010602",2000,1,"Winter","LTB",-82.664167,27.679333,2,3,0,2,5,24
"TBM2000010603",2000,1,"Winter","LTB",-82.675167,27.646833,10,10,10,10,10,100
"TBM2000010710",2000,1,"Winter","HB",-82.4875,27.897167,1,0,0,1,2,8
"TBM2000011001",2000,1,"Winter","MTB",-82.495833,27.7225,1,0,0,1,2,8
"TBM2000011002",2000,1,"Winter","MTB",-82.503167,27.718333,1,0,0,1,2,8
"TBM2000011003",2000,1,"Winter","MTB",-82.5105,27.712,0,0,0,0,0,0
"TBM2000011004",2000,1,"Winter","LTB",-82.588,27.595833,10,5,3,10,10,76
"TBM2000011008",2000,1,"Winter","MTB",-82.516167,27.696167,6,7,3,5,8,58
"TBM2000011102",2000,1,"Winter","MTB",-82.452333,27.757667,1,0,0,1,2,8
"TBM2000011108",2000,1,"Winter","MTB",-82.476667,27.733167,2,4,0,2,2,20
"TBM2000011202",2000,1,"Winter","OTB",-82.692667,27.959333,1,0,0,1,2,8
"TBM2000011204",2000,1,"Winter","OTB",-82.679,27.995,1,0,0,1,2,8
"TBM2000011205",2000,1,"Winter","OTB",-82.6285,27.991667,2,4,0,2,2,20
"TBM2000011206",2000,1,"Winter","OTB",-82.604833,27.971,2,3,3,2,5,30
"TBM2000011302",2000,1,"Winter","MTB",-82.533333,27.833667,7,8,10,5,8,76
"TBM2000011303",2000,1,"Winter","MTB",-82.532333,27.832667,1,0,3,1,2,14
"TBM2000011305",2000,1,"Winter","OTB",-82.554833,27.845667,1,0,0,1,2,8
"TBM2000011306",2000,1,"Winter","OTB",-82.553333,27.844167,2,5,3,3,5,36
"TBM2000011907",2000,1,"Winter","MTB",-82.606667,27.840833,0,0,0,0,0,0
"TBM2000011919",2000,1,"Winter","OTB",-82.654833,27.909167,3,1,0,3,5,24
"TBM2000020301",2000,2,"Winter","MTB",-82.615833,27.854167,9,10,7,7,8,82
"TBM2000020303",2000,2,"Winter","MTB",-82.612,27.854333,8,10,7,7,8,80
"TBM2000020305",2000,2,"Winter","OTB",-82.549333,27.845333,7,7,7,6,10,74
"TBM2000020307",2000,2,"Winter","OTB",-82.645667,27.924667,2,4,3,1,5,30
"TBM2000020403",2000,2,"Winter","MTB",-82.4925,27.732833,1,0,0,1,2,8
"TBM2000020405",2000,2,"Winter","MTB",-82.621667,27.731667,1,0,0,1,2,8
"TBM2000020406",2000,2,"Winter","MTB",-82.456667,27.763333,2,4,3,1,5,30
"TBM2000020407",2000,2,"Winter","MTB",-82.63,27.7435,7,4,0,7,8,52
"TBM2000020408",2000,2,"Winter","MTB",-82.444167,27.7625,5,7,7,5,5,58
"TBM2000020802",2000,2,"Winter","MTB",-82.421167,27.793,3,6,3,3,5,40
"TBM2000020805",2000,2,"Winter","HB",-82.405833,27.841833,2,2,0,2,5,22
"TBM2000020808",2000,2,"Winter","HB",-82.432833,27.9405,4,7,7,4,5,54
"TBM2000020905",2000,2,"Winter","LTB",-82.6135,27.582,8,8,10,8,8,84
"TBM2000021501",2000,2,"Winter","OTB",-82.618167,27.9705,0,0,0,0,0,0
"TBM2000021502",2000,2,"Winter","OTB",-82.6435,27.996,3,7,3,4,8,50
"TBM2000021505",2000,2,"Winter","OTB",-82.672333,28.031333,6,9,3,4,8,60
"TBM2000021601",2000,2,"Winter","LTB",-82.588167,27.604167,1,0,3,1,2,14
"TBM2000021604",2000,2,"Winter","MTB",-82.531167,27.686333,7,6,3,7,8,62
"TBM2000022201",2000,2,"Winter","OTB",-82.665667,28.025,5,3,3,5,10,52
"TBM2000030103",2000,3,"Winter","OTB",-82.5425,27.864,6,6,7,6,8,66
"TBM2000030105",2000,3,"Winter","OTB",-82.531,27.885167,2,1,3,3,5,28
"TBM2000030202",2000,3,"Winter","MTB",-82.6085,27.805833,5,2,3,5,8,46
"TBM2000030203",2000,3,"Winter","MTB",-82.617667,27.843167,2,4,0,2,5,26
"TBM2000030204",2000,3,"Winter","MTB",-82.624167,27.741167,0,0,0,0,0,0
"TBM2000030205",2000,3,"Winter","MTB",-82.627167,27.750167,7,5,3,6,8,58
"TBM2000030308",2000,3,"Winter","OTB",-82.658833,27.912,0,0,0,0,0,0
"TBM2000030701",2000,3,"Winter","HB",-82.4705,27.851,0,0,0,0,0,0
"TBM2000030702",2000,3,"Winter","MTB",-82.421333,27.791667,5,9,3,5,8,60
"TBM2000030809",2000,3,"Winter","HB",-82.386667,27.820333,10,8,7,9,10,88
"TBM2000030810",2000,3,"Winter","HB",-82.399833,27.814167,3,5,0,2,5,30
"TBM2000030902",2000,3,"Winter","LTB",-82.563,27.639667,4,6,7,3,5,50
"TBM2000030907",2000,3,"Winter","MTB",-82.48,27.745333,2,4,3,2,5,32
"TBM2000031303",2000,3,"Winter","LTB",-82.678833,27.654167,8,6,7,8,8,74
"TBM2000031304",2000,3,"Winter","LTB",-82.703833,27.626167,5,6,7,4,8,60
"TBM2000031408",2000,3,"Winter","LTB",-82.686833,27.509167,8,3,3,7,10,62
"TBM2000031502",2000,3,"Winter","OTB",-82.621167,27.993167,5,5,0,5,8,46
"TBM2000031503",2000,3,"Winter","OTB",-82.62,28.005333,4,5,3,4,8,48
"TBM2000031505",2000,3,"Winter","OTB",-82.676333,28.0045,7,7,7,4,10,70
"TBM2000032104",2000,3,"Winter","HB",-82.415333,27.894167,2,4,3,2,5,32
"TBM2000040501",2000,4,"Spring","MTB",-82.446,27.805333,0,0,0,0,0,0
"TBM2000040502",2000,4,"Spring","HB",-82.423167,27.8045,1,0,0,1,2,8
"TBM2000040504",2000,4,"Spring","MTB",-82.521,27.701667,6,5,3,6,7,54
"TBM2000040508",2000,4,"Spring","LTB",-82.558167,27.609833,10,9,10,10,10,98
"TBM2000040704",2000,4,"Spring","LTB",-82.633333,27.548833,6,10,3,6,7,64
"TBM2000040705",2000,4,"Spring","LTB",-82.623,27.563167,5,10,3,5,7,60
"TBM2000040706",2000,4,"Spring","LTB",-82.590667,27.573333,6,9,7,5,7,68
"TBM2000041702",2000,4,"Spring","MTB",-82.618,27.8025,1,3,3,0,3,20
"TBM2000041704",2000,4,"Spring","MTB",-82.6015,27.829667,7,8,3,6,7,62
"TBM2000041706",2000,4,"Spring","MTB",-82.605333,27.839333,6,10,0,6,7,58
"TBM2000041708",2000,4,"Spring","OTB",-82.596667,27.855333,5,6,0,5,7,46
"TBM2000041714",2000,4,"Spring","OTB",-82.609,27.9795,1,4,0,2,0,14
"TBM2000041715",2000,4,"Spring","OTB",-82.636,27.997833,1,4,0,2,0,14
"TBM2000041716",2000,4,"Spring","OTB",-82.613833,27.988667,8,7,3,8,7,66
"TBM2000041717",2000,4,"Spring","OTB",-82.607667,27.9855,2,6,0,3,0,22
"TBM2000041718",2000,4,"Spring","OTB",-82.569333,27.972333,3,1,0,1,7,24
"TBM2000041804",2000,4,"Spring","LTB",-82.678833,27.654,10,5,10,10,7,84
"TBM2000041906",2000,4,"Spring","OTB",-82.532333,27.877833,1,0,0,1,0,4
"TBM2000042001",2000,4,"Spring","HB",-82.4375,27.871,3,7,7,4,5,52
"TBM2000042004",2000,4,"Spring","HB",-82.432167,27.8975,2,7,3,3,8,46
"TBM2000042009",2000,4,"Spring","HB",-82.428167,27.931833,4,8,3,5,8,56
"TBM2000050301",2000,5,"Spring","MTB",-82.486667,27.741333,0,0,3,0,0,6
"TBM2000050306",2000,5,"Spring","HB",-82.425333,27.8055,0,0,0,0,0,0
"TBM2000050308",2000,5,"Spring","HB",-82.4025,27.819,2,4,0,2,2,20
"TBM2000050310",2000,5,"Spring","HB",-82.487,27.868167,3,3,7,3,8,48
"TBM2000050409",2000,5,"Spring","HB",-82.413667,27.932833,3,7,0,3,5,36
"TBM2000050411",2000,5,"Spring","HB",-82.415167,27.943167,8,1,7,8,10,68
"TBM2000050504",2000,5,"Spring","LTB",-82.556667,27.599833,10,8,10,10,7,90
"TBM2000050508",2000,5,"Spring","LTB",-82.5685,27.608667,10,6,3,10,7,72
"TBM2000051001",2000,5,"Spring","OTB",-82.633333,27.998333,3,7,3,4,0,34
"TBM2000051003",2000,5,"Spring","OTB",-82.655,28,7,8,3,7,10,70
"TBM2000051201",2000,5,"Spring","MTB",-82.617,27.8435,1,4,3,1,3,24
"TBM2000051202",2000,5,"Spring","MTB",-82.610333,27.843667,1,3,3,1,0,16
"TBM2000051203",2000,5,"Spring","MTB",-82.616167,27.821,6,4,3,5,10,56
"TBM2000051204",2000,5,"Spring","MTB",-82.607833,27.7905,7,5,3,6,7,56
"TBM2000051205",2000,5,"Spring","MTB",-82.6215,27.7885,2,5,0,1,3,22
"TBM2000051502",2000,5,"Spring","OTB",-82.573167,27.961667,4,2,0,5,3,28
"TBM2000051503",2000,5,"Spring","OTB",-82.638333,27.905667,10,10,10,10,10,100
"TBM2000051504",2000,5,"Spring","OTB",-82.646833,27.903667,4,4,3,5,3,38
"TBM2000060207",2000,6,"Summer","OTB",-82.582833,27.836333,0,0,0,0,0,0
"TBM2000060209",2000,6,"Summer","OTB",-82.638167,27.8945,2,6,0,0,7,30
"TBM2000060210",2000,6,"Summer","OTB",-82.572,27.961833,4,8,0,5,7,48
"TBM2000060211",2000,6,"Summer","OTB",-82.5355,27.935167,3,6,2,4,3,36
"TBM2000060604",2000,6,"Summer","LTB",-82.633667,27.548833,6,8,0,8,7,58
"TBM2000060605",2000,6,"Summer","LTB",-82.703833,27.527167,0,0,0,0,0,0
"TBM2000060808",2000,6,"Summer","MTB",-82.455667,27.713,2,2,2,2,7,30
"TBM2000061401",2000,6,"Summer","MTB",-82.630167,27.741833,9,6,8,7,10,80
"TBM2000061904",2000,6,"Summer","MTB",-82.501167,27.7175,8,7,2,9,10,72
"TBM2000061908",2000,6,"Summer","MTB",-82.518,27.674667,7,7,8,7,10,78
"TBM2000062003",2000,6,"Summer","MTB",-82.501,27.825833,5,3,0,4,7,38
"TBM2000062004",2000,6,"Summer","HB",-82.487333,27.866,3,7,2,5,7,48
"TBM2000062005",2000,6,"Summer","HB",-82.483,27.875667,3,3,2,3,7,36
"TBM2000062007",2000,6,"Summer","HB",-82.405333,27.881333,2,7,2,2,7,40
"TBM2000062101",2000,6,"Summer","MTB",-82.621667,27.788,9,8,8,10,7,84
"TBM2000062102",2000,6,"Summer","MTB",-82.620833,27.7885,2,6,0,3,3,28
"TBM2000062105",2000,6,"Summer","MTB",-82.618333,27.846833,10,9,5,10,10,88
"TBM2000062601",2000,6,"Summer","OTB",-82.6765,27.999667,10,10,10,10,10,100
"TBM2000062612",2000,6,"Summer","OTB",-82.6075,27.9715,10,10,8,10,7,90
"TBM2000070601",2000,7,"Summer","OTB",-82.622167,28.004,6,3,2,6,7,48
"TBM2000070604",2000,7,"Summer","OTB",-82.688667,27.924667,1,3,0,0,3,14
"TBM2000070605",2000,7,"Summer","OTB",-82.688333,27.922667,2,7,2,1,3,30
"TBM2000070702",2000,7,"Summer","MTB",-82.477,27.727833,10,7,10,8,10,90
"TBM2000070704",2000,7,"Summer","MTB",-82.527167,27.6915,9,9,2,8,10,76
"TBM2000070706",2000,7,"Summer","LTB",-82.570167,27.626333,1,3,3,1,0,16
"TBM2000070708",2000,7,"Summer","LTB",-82.575667,27.595667,8,10,3,6,10,74
"TBM2000070709",2000,7,"Summer","LTB",-82.618,27.573667,2,7,3,3,7,44
"TBM2000070710",2000,7,"Summer","LTB",-82.652167,27.537167,8,10,7,10,10,90
"TBM2000071311",2000,7,"Summer","OTB",-82.644833,27.890833,2,6,0,1,3,24
"TBM2000071313",2000,7,"Summer","OTB",-82.621167,27.883,5,6,2,4,10,54
"TBM2000071417",2000,7,"Summer","OTB",-82.566333,27.965167,6,8,5,4,10,66
"TBM2000071701",2000,7,"Summer","MTB",-82.621833,27.731833,4,2,2,4,3,30
"TBM2000071702",2000,7,"Summer","MTB",-82.623333,27.732667,9,7,2,10,10,76
"TBM2000071703",2000,7,"Summer","MTB",-82.6315,27.715167,10,10,10,7,10,94
"TBM2000071705",2000,7,"Summer","LTB",-82.652333,27.680833,9,6,10,8,10,86
"TBM2000071706",2000,7,"Summer","LTB",-82.677833,27.665333,8,4,3,8,10,66
"TBM2000071707",2000,7,"Summer","MTB",-82.6365,27.703667,6,6,8,6,7,66
"TBM2000072001",2000,7,"Summer","HB",-82.485667,27.86,7,10,5,9,10,82
"TBM2000072401",2000,7,"Summer","HB",-82.413667,27.930833,1,5,2,1,7,32
"TBM2000072406",2000,7,"Summer","HB",-82.402333,27.814667,9,8,5,9,10,82
"TBM2000072407",2000,7,"Summer","HB",-82.418833,27.843333,3,4,2,4,3,32
"TBM2000072408",2000,7,"Summer","HB",-82.445167,27.9135,0,0,0,0,0,0
"TBM2000080307",2000,8,"Summer","MTB",-82.538667,27.674833,9,10,10,10,10,98
"TBM2000080308",2000,8,"Summer","MTB",-82.550333,27.651333,1,4,0,0,7,24
"TBM2000080402",2000,8,"Summer","OTB",-82.535,27.914167,8,9,5,9,10,82
"TBM2000080404",2000,8,"Summer","OTB",-82.7025,27.96,5,6,5,2,10,56
"TBM2000080405",2000,8,"Summer","OTB",-82.694833,27.9255,5,9,2,5,3,48
"TBM2000080407",2000,8,"Summer","MTB",-82.6115,27.848,10,7,5,10,10,84
"TBM2000080409",2000,8,"Summer","MTB",-82.6175,27.8025,5,10,2,4,7,56
"TBM2000080410",2000,8,"Summer","MTB",-82.599,27.798667,5,10,2,5,3,50
"TBM2000080411",2000,8,"Summer","OTB",-82.5545,27.8465,9,10,10,10,7,92
"TBM2000080412",2000,8,"Summer","OTB",-82.532333,27.8795,4,9,0,4,7,48
"TBM2000080810",2000,8,"Summer","OTB",-82.6855,27.9895,4,6,2,4,3,38
"TBM2000080811",2000,8,"Summer","OTB",-82.686667,27.988167,2,6,2,1,7,36
"TBM2000081102",2000,8,"Summer","HB",-82.404833,27.881333,3,8,2,5,3,42
"TBM2000081104",2000,8,"Summer","HB",-82.4335,27.863667,4,8,5,4,7,56
"TBM2000081105",2000,8,"Summer","MTB",-82.4935,27.824,5,5,2,5,7,48
"TBM2000081106",2000,8,"Summer","HB",-82.480167,27.854333,6,4,8,5,10,66
